doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
3501,CUST0562,65,secondary,retired,774.3,900,How do I link my account to third-party payment apps?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3502,CUST0018,44,tertiary,retired,6960.44,135,Can I schedule future-dated payments through the mobile app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3503,CUST0571,40,secondary,technician,20388.73,170,The mobile app shows incorrect balance figures that do not match my passbook.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3504,CUST0652,54,tertiary,management,13902.31,36,"My online banking password reset link expired within minutes, making it impossible to regain access.","We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3505,CUST0719,36,tertiary,unknown,2473.47,449,The branch manager was unhelpful and refused to escalate my complaint to the regional office.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3506,CUST0041,49,tertiary,unknown,5929.48,52,What is the processing fee for a home loan?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3507,CUST0248,32,secondary,blue-collar,69045.79,42,How many free ATM transactions am I entitled to per month?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3508,CUST0406,47,secondary,entrepreneur,993.52,51,A fixed deposit that matured last week has not been credited to my account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3509,CUST0352,58,tertiary,student,112.21,504,How do I redeem credit card reward points for cashback?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3510,CUST0596,34,tertiary,self-employed,35668.87,242,A fixed deposit that matured last week has not been credited to my account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3511,CUST0110,39,primary,student,20786.69,292,How can I check my credit card reward points balance?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3512,CUST0004,58,secondary,admin.,-4990.06,94,I pre-paid part of my loan but the outstanding balance in the app has not been updated.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3513,CUST0216,49,secondary,management,7547.63,479,I submitted all loan documents three weeks ago but have not received any update on my application.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3514,CUST0208,46,unknown,management,6741.23,311,What is the process for converting my existing account to a zero-balance account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3515,CUST0582,35,secondary,management,28448.23,277,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3516,CUST0470,33,tertiary,self-employed,88480.26,707,My registered mobile number and email address were changed without my authorisation.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3517,CUST0431,26,secondary,blue-collar,12470.04,91,I submitted all loan documents three weeks ago but have not received any update on my application.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3518,CUST0166,45,secondary,services,5211.77,188,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3519,CUST0109,43,primary,retired,34501.39,481,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3520,CUST0601,49,tertiary,unknown,2133.68,312,The ATM withdrawal fee is excessively high compared to other banks. Please review your fee structure.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3521,CUST0163,54,primary,retired,11526.64,165,I have sent four emails regarding my issue and none of them have received a response.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3522,CUST0426,56,secondary,entrepreneur,8089.85,15,Do you offer priority banking services for high-net-worth individuals?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3523,CUST0513,37,tertiary,self-employed,2626.22,211,I noticed an unfamiliar device logged into my net banking account. Please lock my account immediately.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3524,CUST0406,47,secondary,entrepreneur,993.52,149,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3525,CUST0378,42,secondary,unknown,162.56,40,I have been trying to update my address for two months but the request keeps getting rejected.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3526,CUST0015,19,secondary,student,4067.79,427,What is the process for converting my existing account to a zero-balance account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3527,CUST0346,43,tertiary,services,10762.6,84,Is the processing fee for a personal loan refundable if my application is rejected?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3528,CUST0396,34,tertiary,unknown,10168.49,98,I cannot view my transaction history beyond the last 30 days in the mobile app.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3529,CUST0574,37,tertiary,self-employed,41378.43,223,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3530,CUST0381,30,tertiary,self-employed,41355.68,134,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3531,CUST0384,34,secondary,retired,26638.81,18,The ATM swallowed my card without dispensing cash and the transaction was marked as successful.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3532,CUST0507,33,tertiary,admin.,31338.18,98,Can I convert my credit card bill into EMI after the purchase?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3533,CUST0583,48,tertiary,technician,1891.76,19,Can I apply for a loan top-up on my existing home loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3534,CUST0348,23,tertiary,services,85628.13,42,I waited on hold for over 45 minutes and my issue was still not resolved by your support team.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3535,CUST0610,58,tertiary,self-employed,12348.66,10,How do I redeem credit card reward points for cashback?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3536,CUST0267,60,tertiary,technician,34460.11,40,The contactless payment feature on my new debit card is not working at any terminal.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3537,CUST0499,29,primary,management,10433.1,80,I received a new card but it was not activated despite following all the steps correctly.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3538,CUST0135,29,tertiary,entrepreneur,4325.62,154,The ATM withdrawal fee is excessively high compared to other banks. Please review your fee structure.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3539,CUST0357,40,secondary,admin.,37023.25,503,I requested a physical passbook update at the branch but was told the system was down for a week.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3540,CUST0169,37,primary,retired,-4844.57,155,How do I link my account to third-party payment apps?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3541,CUST0470,33,tertiary,self-employed,88480.26,244,What is the process for converting my existing account to a zero-balance account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3542,CUST0068,52,tertiary,housemaid,621.53,88,I tried to withdraw cash from the ATM but it ran out of notes midway and did not credit the amount back.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3543,CUST0228,27,tertiary,self-employed,3410.08,278,What is the maximum amount I can transfer via IMPS in a single transaction?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
3544,CUST0541,50,secondary,entrepreneur,5962.44,193,"I visited the branch three times to update my KYC, but it is still showing as incomplete in the system.",Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3545,CUST0592,34,secondary,blue-collar,13584.2,123,I pre-paid part of my loan but the outstanding balance in the app has not been updated.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3546,CUST0216,49,secondary,management,7547.63,43,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3547,CUST0666,41,secondary,student,6700.36,72,My card was cloned and several fraudulent transactions appeared on my statement.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3548,CUST0551,41,secondary,retired,12137.81,194,My recurring deposit matured but the interest credited is lower than the rate promised at opening.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3549,CUST0134,46,secondary,technician,456.65,111,My registered mobile number and email address were changed without my authorisation.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3550,CUST0300,48,secondary,management,3026.23,440,I cancelled my mutual fund investment two weeks ago but the redemption amount has not been credited.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3551,CUST0695,47,secondary,unknown,1161.39,53,How can I apply for a locker facility at the branch?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3552,CUST0093,32,tertiary,admin.,2387.01,15,What is the interest rate for a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3553,CUST0727,40,secondary,services,1850.39,178,I was charged an unexpected maintenance fee on my savings account without any prior notification.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3554,CUST0314,50,unknown,unknown,162.82,434,What is the interest rate for a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3555,CUST0359,44,tertiary,technician,24660.04,90,I waited on hold for over 45 minutes and my issue was still not resolved by your support team.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3556,CUST0062,38,secondary,self-employed,699.63,208,What documents are needed to apply for a car loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3557,CUST0673,36,secondary,blue-collar,1769.16,52,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3558,CUST0190,22,tertiary,management,1103.12,163,There is a discrepancy between my online transaction history and the physical statement I received.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3559,CUST0373,57,secondary,management,43535.87,309,I was charged an unexpected maintenance fee on my savings account without any prior notification.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3560,CUST0594,44,secondary,retired,13479.15,403,There is a discrepancy between my online transaction history and the physical statement I received.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3561,CUST0654,27,tertiary,services,-1627.64,22,I noticed an unknown annual fee deducted from my account. This was not mentioned when I opened the account.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3562,CUST0443,18,tertiary,technician,11843.4,88,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3563,CUST0538,35,secondary,housemaid,3784.18,204,How many free ATM transactions am I entitled to per month?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3564,CUST0263,18,secondary,technician,395.28,10,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3565,CUST0463,32,primary,self-employed,6494.71,234,Two-factor authentication is not working on my Android device after the latest app update.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3566,CUST0410,46,secondary,blue-collar,1994.46,150,The ATM swallowed my card without dispensing cash and the transaction was marked as successful.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3567,CUST0219,34,tertiary,services,-1223.92,68,My monthly account statement shows transactions I did not authorize.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3568,CUST0254,52,tertiary,self-employed,3767.11,337,How do I check the status of my loan application?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3569,CUST0580,54,secondary,services,66.27,68,An international transaction fee was applied to a domestic purchase. This is clearly a system error.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3570,CUST0412,27,tertiary,admin.,2827.62,900,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3571,CUST0201,44,secondary,blue-collar,19261.62,338,What is the maximum tenure for a personal loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3572,CUST0605,45,tertiary,blue-collar,462.3,246,Can I schedule future-dated payments through the mobile app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3573,CUST0349,31,secondary,student,2093.71,12,The branch manager was unhelpful and refused to escalate my complaint to the regional office.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3574,CUST0364,45,tertiary,blue-collar,1466.4,469,The ATM swallowed my card without dispensing cash and the transaction was marked as successful.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3575,CUST0034,27,primary,technician,119.21,312,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
3576,CUST0628,38,unknown,management,8890.93,52,Can you explain the difference between a current account and a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3577,CUST0558,35,tertiary,blue-collar,38385.24,99,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3578,CUST0501,51,unknown,admin.,13228.21,62,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3579,CUST0231,31,primary,student,28115.86,832,"I was not notified when my standing instruction payment failed, causing a delayed bill payment.",Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
3580,CUST0455,34,secondary,admin.,682.72,385,Scheduled recurring payments through the app were not processed on the specified dates.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3581,CUST0459,33,primary,technician,3842.23,532,My credit score dropped significantly after a loan was incorrectly marked as delinquent in your records.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3582,CUST0057,30,tertiary,blue-collar,21.02,310,I noticed an unknown annual fee deducted from my account. This was not mentioned when I opened the account.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3583,CUST0269,35,secondary,blue-collar,3265.78,121,What is the current interest rate for a home loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3584,CUST0055,52,tertiary,blue-collar,3676.32,45,The mobile app shows incorrect balance figures that do not match my passbook.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3585,CUST0051,44,tertiary,technician,2245.77,46,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
3586,CUST0665,31,primary,blue-collar,3280.15,32,"I lost my debit card and reported it, but a replacement card has not arrived after three weeks.","For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3587,CUST0054,47,tertiary,blue-collar,29200.08,158,I noticed an unknown annual fee deducted from my account. This was not mentioned when I opened the account.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3588,CUST0039,24,tertiary,management,5301.68,505,I have been unable to log in to internet banking for the past two days due to a technical error.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3589,CUST0295,44,primary,management,602.01,900,What is the maximum tenure for a personal loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3590,CUST0422,61,secondary,entrepreneur,13306.19,67,I have been trying to update my address for two months but the request keeps getting rejected.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3591,CUST0092,52,secondary,student,2359.94,239,Can I make a partial prepayment on my home loan without penalty?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3592,CUST0233,41,unknown,blue-collar,2928.2,181,Your customer care executive was rude and dismissive when I called to report a fraud.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3593,CUST0694,47,secondary,technician,25698.62,134,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3594,CUST0410,46,secondary,blue-collar,1994.46,219,Do you charge a fee for NEFT transfers done through the branch?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3595,CUST0630,53,primary,self-employed,528.23,92,My account has been frozen due to a KYC mismatch that I have already clarified with the branch.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3596,CUST0266,25,secondary,entrepreneur,120.17,578,What documents are needed to apply for a car loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3597,CUST0190,22,tertiary,management,1103.12,244,"I lost my debit card and reported it, but a replacement card has not arrived after three weeks.","For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3598,CUST0056,51,primary,blue-collar,1272.02,280,What is the current interest rate for a home loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3599,CUST0741,18,secondary,retired,3652.51,55,How can I check my credit card reward points balance?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3600,CUST0257,55,unknown,management,1933.64,36,My card was cloned and several fraudulent transactions appeared on my statement.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3601,CUST0656,41,tertiary,admin.,22298.46,100,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3602,CUST0282,48,tertiary,retired,23538.68,291,"My online banking password reset link expired within minutes, making it impossible to regain access.","We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3603,CUST0512,39,tertiary,blue-collar,-366.13,558,My home loan EMI was debited twice this month. I need the extra amount reversed immediately.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3604,CUST0207,46,tertiary,admin.,9113.57,111,I noticed an unfamiliar device logged into my net banking account. Please lock my account immediately.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3605,CUST0664,33,secondary,student,7135.42,297,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3606,CUST0137,31,primary,self-employed,6243.41,127,My card PIN was changed without my consent. I suspect unauthorized access to my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
3607,CUST0282,48,tertiary,retired,23538.68,69,The ATM withdrawal fee is excessively high compared to other banks. Please review your fee structure.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
3608,CUST0268,23,secondary,student,8741.11,268,My personal details were shared with a third party without my consent.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3609,CUST0129,41,tertiary,blue-collar,1303.11,320,My credit card was blocked without any warning while I was travelling abroad.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3610,CUST0536,41,tertiary,management,1933.69,45,There is a discrepancy between my online transaction history and the physical statement I received.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3611,CUST0583,48,tertiary,technician,1891.76,72,The branch manager was unhelpful and refused to escalate my complaint to the regional office.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3612,CUST0342,43,tertiary,admin.,3221.53,136,A fixed deposit that matured last week has not been credited to my account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3613,CUST0474,56,tertiary,student,4767.21,41,My home loan EMI was debited twice this month. I need the extra amount reversed immediately.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3614,CUST0544,57,secondary,blue-collar,-3292.88,528,I cannot view my transaction history beyond the last 30 days in the mobile app.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3615,CUST0401,21,tertiary,retired,1007.28,178,What is the current interest rate for a home loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3616,CUST0626,34,tertiary,blue-collar,427.53,25,Hidden charges appeared on my credit card statement that were never disclosed at the time of application.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3617,CUST0528,41,secondary,management,15618.39,40,My account was closed without prior notice even though there were no violations on my part.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
3618,CUST0742,25,primary,management,735.6,617,I received a phishing SMS appearing to come from your bank. Please investigate the source.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3619,CUST0431,26,secondary,blue-collar,12470.04,268,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3620,CUST0490,51,tertiary,management,19157.4,265,Scheduled recurring payments through the app were not processed on the specified dates.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3621,CUST0566,35,secondary,management,1260.34,15,My NEFT payment was rejected but the amount was still debited from my account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
3622,CUST0268,23,secondary,student,8741.11,451,I submitted all loan documents three weeks ago but have not received any update on my application.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
